entry_date,exit_date,side,entry_price,exit_price,quantity,leverage,exit_reason,pnl_percent,pnl_amount,fees,balance
2025-01-12 21:29:54.066307,2025-01-13 07:29:54.066307,BUY,318991580878845.8,319154730527393.2,4.702318462033974e-13,3,Reverse Signal,0.15343632088773512,0.0050969427112697585,0.22505753862033295,9999.902698970256
2025-01-13 23:29:54.066307,2025-01-14 13:29:54.066307,BUY,357472017690961.75,379069341901443.1,4.196132636308237e-13,3,Reverse Signal,18.125047395306186,26.95577420018604,0.23179689277323984,10026.858473170441
2025-01-15 02:29:54.066307,2025-01-15 10:29:54.066307,BUY,390930637506444.4,393256269029860.7,3.836997810066173e-13,3,Reverse Signal,1.7846886124738497,2.451363660481097,0.2256692582296777,10029.309836830922
2025-01-15 12:29:54.066307,2025-01-15 16:29:54.066307,BUY,413495273159430.56,381681468741749.2,3.6276109967081725e-13,3,Stop Loss,-23.0816213505408,-34.838776417804745,0.2163443919935472,9994.471060413118
2025-01-17 17:29:54.066307,2025-01-17 20:29:54.066307,BUY,280893905108511.9,261680150632606.1,5.34009450799773e-13,3,Reverse Signal,-20.52065295096029,-30.99828418158382,0.21730475514338993,9963.472776231534
2025-01-18 13:29:54.066307,2025-01-18 22:29:54.066307,BUY,190007180859871.7,172728926746226.8,7.894438479702692e-13,3,Stop Loss,-27.28042282736789,-41.135404082491576,0.21476984143973704,9922.337372149042
2025-01-19 22:29:54.066307,2025-01-20 08:29:54.066307,SELL,136921277709356.64,112490918359133.95,1.0955200134664652e-12,3,Take Profit,53.527895208693074,80.08691577374289,0.2049270392967401,10002.424287922786
2025-01-20 12:29:54.066307,2025-01-20 16:29:54.066307,BUY,107249306693055.6,97698923116893.48,1.3986104397793045e-12,3,Stop Loss,-26.71453234703427,-40.286780570921266,0.21498205036986215,9962.137507351865
2025-02-14 22:29:54.066307,2025-02-15 02:29:54.066307,SELL,93093.1279964132,92625.42166331192,0.0016112897184610594,3,Reverse Signal,1.5072208115704189,2.036396425159967,0.2244347921956611,9964.173903777024
2025-02-15 15:29:54.066307,2025-02-16 01:29:54.066307,SELL,73553.3048461372,59486.82188332478,0.0020393373256820772,3,Take Profit,57.372607494268735,85.85542596921346,0.20348527218964924,10050.029329746238
2025-02-16 11:29:54.066307,2025-02-16 16:29:54.066307,BUY,45896.96775531265,41251.71560039366,0.0032681897592818044,3,Stop Loss,-30.363131043975965,-45.758310391822455,0.21361382585850902,10004.271019354415
2025-02-17 18:29:54.066307,2025-02-17 22:29:54.066307,SELL,29513.16922002043,29291.239955364115,0.005082476872671696,3,Reverse Signal,2.255900709969518,3.159697027720515,0.22415403723376143,10007.430716382136
2025-02-19 04:29:54.066307,2025-02-19 05:29:54.066307,SELL,23309.434011368685,23922.77960052625,0.006435162686783414,3,Reverse Signal,-7.893957298899903,-12.068896182336943,0.22796023398708748,9995.3618201998
2025-02-19 07:29:54.066307,2025-02-19 13:29:54.066307,SELL,22592.33209179135,22364.610168694137,0.006639420817229429,3,Reverse Signal,3.0238833535023377,4.31195898651107,0.22386604374243663,9999.67377918631
2025-02-20 05:29:54.066307,2025-02-20 09:29:54.066307,SELL,18897.39397985822,19741.02434151978,0.00793760241014594,3,Reverse Signal,-13.392804783994158,-20.319229477785235,0.2300223017939978,9979.354549708525
2025-02-20 10:29:54.066307,2025-02-20 16:29:54.066307,SELL,18530.808328796724,18223.200058554143,0.008094628002109397,3,Reverse Signal,4.979949035972063,7.246791034846583,0.22313251911151047,9986.601340743371
2025-02-21 10:29:54.066307,2025-02-22 09:29:54.066307,SELL,19169.031873354717,17137.57326578937,0.007825121320211407,3,Reverse Signal,31.792820122373133,47.476152491105594,0.21307769245411007,10034.077493234478
2025-02-22 11:29:54.066307,2025-02-22 14:29:54.066307,SELL,16296.653485437902,16552.12964001018,0.00920434370983187,3,Reverse Signal,-4.702980672698724,-7.281234626800348,0.226763617752262,10026.796258607677
2025-02-23 22:29:54.066307,2025-02-24 08:29:54.066307,SELL,16522.266520768942,17348.36089117369,0.009078657568648096,3,Reverse Signal,-14.999655816585259,-22.730108595809106,0.23062487093121947,10004.066150011868
2025-02-24 09:29:54.066307,2025-02-24 17:29:54.066307,SELL,16263.470359402154,17801.807165007056,0.009223123766649396,3,Stop Loss,-28.376541505772167,-42.80045346172292,0.23564120306466457,9961.265696550145
2025-02-25 20:29:54.066307,2025-02-26 03:29:54.066307,SELL,22062.975138521877,23615.473636640592,0.0067987204381199035,3,Stop Loss,-21.11000653862033,-31.897926060382478,0.2329162524519826,9929.367770489762
2025-02-26 05:29:54.066307,2025-02-26 11:29:54.066307,BUY,24928.307037047744,29152.24136318254,0.006017255795873914,3,Take Profit,50.83298661065076,76.00541754599715,0.24406236997899405,10005.373188035759
