entry_date,exit_date,side,entry_price,exit_price,quantity,leverage,exit_reason,pnl_percent,pnl_amount,fees,balance
2025-01-21 10:29:53.835133,2025-01-21 13:29:53.835133,SELL,3345142967759862.5,3251187040891928.5,1.4947044261454521e-13,5,Reverse Signal,14.043633975209936,69.47870260153108,0.7394672745185926,11447.536065087961
2025-02-17 11:29:53.835133,2025-02-17 14:29:53.835133,SELL,2634405.9868422006,2626883.9114424987,0.0001897961067873741,5,Reverse Signal,1.427660625824511,6.389373874591923,0.7489292545306316,11453.925438962553
2025-02-17 15:29:53.835133,2025-02-17 16:29:53.835133,SELL,2541111.6853770404,2585845.3440371426,0.00019676427560318425,5,Reverse Signal,-8.801985941335113,-44.76653119613157,0.7566014894560014,11409.158907766421
2025-02-17 18:29:53.835133,2025-02-17 19:29:53.835133,SELL,2455091.5261801663,2563895.5934135094,0.00020365839508148243,5,Reverse Signal,-22.158861711080377,-111.56092770168517,0.7666191462833103,11297.597980064736
2025-02-18 13:29:53.835133,2025-02-18 20:29:53.835133,SELL,2259119.2856900515,2212722.919381137,0.00022132518772565577,5,Reverse Signal,10.26868448310879,50.60112392890629,0.7422984866376685,11348.199103993642
2025-02-19 01:29:53.835133,2025-02-19 09:29:53.835133,SELL,2062269.0439282989,1750175.324333596,0.00024245139181625812,5,Take Profit,75.66755669284869,377.64453413176307,0.6932493324803635,11725.843638125405
2025-02-19 17:29:53.835133,2025-02-21 20:29:53.835133,BUY,1674129.3500076926,1796119.46179894,0.00029866270488460315,5,Reverse Signal,36.4338967567491,181.39215836117793,0.7773254225675619,11907.235796486582
2025-02-22 13:29:53.835133,2025-02-23 02:29:53.835133,BUY,1851337.3324937497,2171195.663298609,0.0002700750377709396,5,Take Profit,86.38575077347213,431.1139645542805,0.814789313080104,12338.349761040863
2025-02-24 17:29:53.835133,2025-02-25 05:29:53.835133,SELL,3287551.4408010403,3558855.120903721,0.0001520888749586138,5,Stop Loss,-41.26227147894838,-207.0923040983511,0.7809467036092113,12131.257456942512
2025-02-25 07:29:53.835133,2025-02-25 21:29:53.835133,BUY,3684412.1177988304,4269628.048901135,0.0001357068601486182,5,Take Profit,79.41781651884384,396.27951923183,0.809563362389133,12527.536976174342
2025-02-26 00:29:53.835133,2025-02-26 02:29:53.835133,SELL,4219499.922767242,4418670.752382932,0.00011849745447372561,5,Reverse Signal,-23.601236314879365,-118.77388250163298,0.7677009272361596,12408.76309367271
2025-02-26 22:29:53.835133,2025-02-26 23:29:53.835133,SELL,5382480.371971935,5543008.611849637,9.28939755365646e-05,5,Reverse Signal,-14.912106388126997,-75.32171602042608,0.7611840797910954,12333.441377652283
2025-02-27 11:29:53.835133,2025-02-27 12:29:53.835133,SELL,6198305.436195523,6490075.299290444,8.066720898912277e-05,5,Reverse Signal,-23.53626052300575,-118.448954810421,0.7676521953922542,12214.992422841862
2025-02-28 06:29:53.835133,2025-02-28 12:29:53.835133,SELL,9092800.102421504,10022312.85616607,5.4988561759632765e-05,5,Stop Loss,-51.112569465649436,-256.35118175534643,0.788334427099237,11958.641241086516
2025-02-28 16:29:53.835133,2025-02-28 23:29:53.835133,BUY,10611892.259995133,12376123.888884274,4.711695028085682e-05,5,Take Profit,83.12521394228473,414.8137258009669,0.8123439104567136,12373.454966887482
